# app-ads.txt AdMob 11/12/2023
google.com, pub-9966962268328280, DIRECT, f08c47fec0942fa0


# app-ads.txt MyTarget 11/12/2022
soloway.ru, 13867164, DIRECT
outbrain.com, 002d7f7ba0bd74452f2b155d0dfb5cd6c8, RESELLER
pangleglobal.com, 5003668, DIRECT
peak226.com, 12400, RESELLER
peak226.com, 12900, RESELLER
peak226.com, 12901, RESELLER
pokkt.com, 5536, RESELLER, c45702d9311e25fd
pokkt.com, 6246, RESELLER, c45702d9311e25fd
pokkt.com, 6953, RESELLER, c45702d9311e25fd
pokkt.com, 7139, RESELLER, c45702d9311e25fd
pokkt.com, 7606, RESELLER, c45702d9311e25fd
prequel.tv, 513, RESELLER
publiffy.com, pub00293, RESELLER
pubmatic.com, 11480266, RESELLER
pubmatic.com, 137711, RESELLER, 5d62403b186f2ace
pubmatic.com, 154037, RESELLER, 5d62403b186f2ace
pubmatic.com, 155975, RESELLER, 5d62403b186f2ace
pubmatic.com, 156177, RESELLER, 5d62403b186f2ace
pubmatic.com, 156212, RESELLER, 5d62403b186f2ace
pubmatic.com, 156372, RESELLER, 5d62403b186f2ace
pubmatic.com, 156425, RESELLER, 5d62403b186f2ace
pubmatic.com, 156435, RESELLER, 5d62403b186f2ace
pubmatic.com, 156439, RESELLER, 5d62403b186f2ace
pubmatic.com, 156451, RESELLER, 5d62403b186f2ace
pubmatic.com, 156494, RESELLER, 5d62403b186f2ace
pubmatic.com, 156498, RESELLER, 5d62403b186f2ace
pubmatic.com, 156517, RESELLER, 5d62403b186f2ace
pubmatic.com, 156520, RESELLER, 5d62403b186f2ace
pubmatic.com, 156835, RESELLER, 5d62403b186f2ace
pubmatic.com, 156855, RESELLER, 5d62403b186f2ace
pubmatic.com, 157113, RESELLER, 5d62403b186f2ace
pubmatic.com, 157384, RESELLER, 5d62403b186f2ace
pubmatic.com, 157558, RESELLER, 5d62403b186f2ace
pubmatic.com, 157559, RESELLER, 5d62403b186f2ace
pubmatic.com, 157704, RESELLER, 5d62403b186f2ace
pubmatic.com, 157800, RESELLER, 5d62403b186f2ace
pubmatic.com, 157941, RESELLER, 5d62403b186f2ace
pubmatic.com, 158060, RESELLER, 5d62403b186f2ace
pubmatic.com, 158101, RESELLER, 5d62403b186f2ace
pubmatic.com, 158111, RESELLER, 5d62403b186f2ace
pubmatic.com, 158112, RESELLER, 5d62403b186f2ace
pubmatic.com, 158118, RESELLER, 5d62403b186f2ace
pubmatic.com, 158154, RESELLER, 5d62403b186f2ace
pubmatic.com, 158362, RESELLER, 5d62403b186f2ace
pubmatic.com, 158481, RESELLER, 5d62403b186f2ace
pubmatic.com, 158565, RESELLER, 5d62403b186f2ace
pubmatic.com, 158615, RESELLER, 5d62403b186f2ace
pubmatic.com, 159087, RESELLER, 5d62403b186f2ace
pubmatic.com, 159668, RESELLER, 5d62403b186f2ace
pubmatic.com, 159906, RESELLER, 5d62403b186f2ace
pubmatic.com, 160058, RESELLER, 5d62403b186f2ace
pubmatic.com, 160065, RESELLER, 5d62403b186f2ace
pubmatic.com, 160113, RESELLER, 5d62403b186f2ace
pubmatic.com, 160145, RESELLER, 5d62403b186f2ace
pubmatic.com, 160194, RESELLER, 5d62403b186f2ace
pubmatic.com, 160318, RESELLER, 5d62403b186f2ace
pubmatic.com, 160456, RESELLER, 5d62403b186f2ace
pubmatic.com, 160492, RESELLER, 5d62403b186f2ace
pubmatic.com, 160493, RESELLER, 5d62403b186f2ace
pubmatic.com, 160707, RESELLER, 5d62403b186f2ace
pubmatic.com, 160846, RESELLER, 5d62403b186f2ace
pubmatic.com, 160849, RESELLER, 5d62403b186f2ace
pubmatic.com, 160925, RESELLER, 5d62403b186f2ace
pubmatic.com, 160974, RESELLER, 5d62403b186f2ace
pubmatic.com, 161018, RESELLER, 5d62403b186f2ace
pubmatic.com, 161136, RESELLER, 5d62403b186f2ace
pubmatic.com, 161151, RESELLER, 5d62403b186f2ace
pubmatic.com, 161162, RESELLER, 5d62403b186f2ace
pubmatic.com, 161344, RESELLER, 5d62403b186f2ace
pubmatic.com, 161372, RESELLER, 5d62403b186f2ace
pubmatic.com, 161373, RESELLER, 5d62403b186f2ace
pubmatic.com, 161495, RESELLER, 5d62403b186f2ace
pubmatic.com, 161593, RESELLER, 5d62403b186f2ace
pubmatic.com, 161758, RESELLER, 5d62403b186f2ace
pubmatic.com, 161759, RESELLER, 5d62403b186f2ace
pubmatic.com, 161853, RESELLER, 5d62403b186f2ace
pubmatic.com, 162223, RESELLER, 5d62403b186f2ace
pubmatic.com, 162882, RESELLER, 5d62403b186f2ace
pubmatic.com, 163075, RESELLER, 5d62403b186f2ace
pubmatic.com, 163319, RESELLER, 5d62403b186f2ace
pubmatic.com, 92509, RESELLER, 5d62403b186f2ace
pubnative.net, 1003601, RESELLER, d641df8625486a7b
pubnative.net, 1006576, RESELLER, d641df8625486a7b
pubnative.net, 1006856, RESELLER, d641df8625486a7b
pubnative.net, 1006936, RESELLER, d641df8625486a7b
pubnative.net, 1006955, RESELLER, d641df8625486a7b
pubnative.net, 1007007, RESELLER, d641df8625486a7b
pubnative.net, 1007040, RESELLER, d641df8625486a7b
pubnative.net, 1007063, RESELLER, d641df8625486a7b
pubnative.net, 1007215, RESELLER, d641df8625486a7b
pubnative.net, 1007262, RESELLER, d641df8625486a7b
pubnative.net, 1007334, RESELLER, d641df8625486a7b
pubnative.net, 1007349, RESELLER, d641df8625486a7b
pubnative.net, 1007501, RESELLER, d641df8625486a7b
pubnative.net, 1007615, RESELLER, d641df8625486a7b
pubnative.net, 1007974, RESELLER, d641df8625486a7b
pubnative.net, 1008834, RESELLER, d641df8625486a7b
readserver.net, 3992, RESELLER
reforge.in, 107, RESELLER
reforge.in, 353, RESELLER
rhebus.works, 3905352096, RESELLER
rhythmone.com, 1059622079, RESELLER, a670c89d4a324e47
rhythmone.com, 123476257, RESELLER, a670c89d4a324e47
rhythmone.com, 1295892552, RESELLER, a670c89d4a324e47
rhythmone.com, 144481089, RESELLER, a670c89d4a324e47
rhythmone.com, 1575167821, RESELLER
rhythmone.com, 170071695, RESELLER, a670c89d4a324e47
rhythmone.com, 1738113756, RESELLER, a670c89d4a324e47
rhythmone.com, 2464975885, RESELLER, a670c89d4a324e47
rhythmone.com, 2564526802, RESELLER, a670c89d4a324e47
rhythmone.com, 2613193077, RESELLER, a670c89d4a324e47
rhythmone.com, 3169196794, RESELLER, a670c89d4a324e47
rhythmone.com, 3383599585, RESELLER, a670c89d4a324e47
rhythmone.com, 3630748062, RESELLER, a670c89d4a324e47
rhythmone.com, 3734122830, RESELLER, a670c89d4a324e47
rhythmone.com, 3948367200, RESELLER, a670c89d4a324e47
rhythmone.com, 4173858586, RESELLER, a670c89d4a324e47
rhythmone.com, 456081263, RESELLER, a670c89d4a324e47
rhythmone.com, 564934834, RESELLER, a670c89d4a324e47
risecodes.com, 6022acddc8b2f90001767980, RESELLER
rixengine.com, 604513, RESELLER
rtbhouse.COM, v4GnkHMXFvfW0XWFA4bn, DIRECT
rtbsape.com, 1622050, RESELLER
rubiconproject.com, 11006, RESELLER, 0bfd66d529a55807
rubiconproject.com, 11726, RESELLER, 0bfd66d529a55807
rubiconproject.com, 13132, RESELLER, 0bfd66d529a55807
rubiconproject.com, 13856, RESELLER, 0bfd66d529a55807
rubiconproject.com, 14334, RESELLER, 0bfd66d529a55807
rubiconproject.com, 14558, RESELLER, 0bfd66d529a55807
rubiconproject.com, 15268, RESELLER
Rubiconproject.com, 15278, RESELLER, 0bfd66d529a55807
Rubiconproject.com, 15278, RESELLER, 0bfd66d529a55807 #Verve
rubiconproject.com, 15526, RESELLER, 0bfd66d529a55807
rubiconproject.com, 16114, RESELLER, 0bfd66d529a55807
rubiconproject.com, 16676, RESELLER, 0bfd66d529a55807
rubiconproject.com, 16824, RESELLER
rubiconproject.com, 16928, RESELLER, 0bfd66d529a55807
rubiconproject.com, 17130, RESELLER, 0bfd66d529a55807
rubiconproject.com, 17328, RESELLER, 0bfd66d529a55807
rubiconproject.com, 17494, RESELLER, 0bfd66d529a55807
rubiconproject.com, 17608, RESELLER, 0bfd66d529a55807
rubiconproject.com, 17960, RESELLER, 0bfd66d529a55807
rubiconproject.com, 18364, RESELLER, 0bfd66d529a55807
rubiconproject.com, 19668, RESELLER, 0bfd66d529a55807
rubiconproject.com, 19724, RESELLER, 0bfd66d529a55807
rubiconproject.com, 19938, RESELLER, 0bfd66d529a55807
rubiconproject.com, 20014, RESELLER, 0bfd66d529a55807
rubiconproject.com, 20050, RESELLER, 0bfd66d529a55807
rubiconproject.com, 20736, RESELLER, 0bfd66d529a55807
rubiconproject.com, 20744, RESELLER, 0bfd66d529a55807
rubiconproject.com, 20942, RESELLER, 0bfd66d529a55807
rubiconproject.com, 21526, RESELLER, 0bfd66d529a55807
rubiconproject.com, 22412, RESELLER, 0bfd66d529a55807
rubiconproject.com, 22884, DIRECT, 0bfd66d529a55807
rubiconproject.com, 22884, RESELLER, 0bfd66d529a55807
rubiconproject.com, 23822, RESELLER, 0bfd66d529a55807
rubiconproject.com, 23946, RESELLER, 0bfd66d529a55807
rubiconproject.com, 24170, RESELLER, 0bfd66d529a55807
rubiconproject.com, 24350, RESELLER, 0bfd66d529a55807
rubiconproject.com, 24362, RESELLER, 0bfd66d529a55807
rubiconproject.com, 24364, RESELLER, 0bfd66d529a55807
rubiconproject.com, 24386, RESELLER, 0bfd66d529a55807
rubiconproject.com, 24400, RESELLER, 0bfd66d529a55807
rubiconproject.com, 24526, RESELLER, 0bfd66d529a55807
Sabio.us, 100032, RESELLER, 96ed93aaa9795702
Sabio.us, 100032, RESELLER, 96ed93aaa9795702 #Verve
sabio.us, 100098, RESELLER, 96ed93aaa9795702
Se7en.es, 212450, RESELLER, 064bc410192443d8
Se7en.es, 212499, RESELLER, 064bc410192443d8
sharethrough.com, 23830661, RESELLER, d53b998a7bd4ecd2
sharethrough.com, r4ScMSsf, RESELLER, d53b998a7bd4ecd2
sharethrough.com, voRCbaYL, RESELLER, d53b998a7bd4ecd2
silvermob.com, 357, RESELLER
silvermob.com, 419, RESELLER
silvermob.com, 449, RESELLER
silvermob.com, 464, RESELLER
smaato.com, 1100004890, RESELLER, 07bcf65f187117b4
smaato.com, 1100040398, RESELLER, 07bcf65f187117b4
smaato.com, 1100042823, RESELLER, 07bcf65f187117b4
smaato.com, 1100044045, RESELLER, 07bcf65f187117b4
smaato.com, 1100044156, RESELLER, 07bcf65f187117b4
smaato.com, 1100050531, RESELLER, 07bcf65f187117b4
smaato.com, 1100051123, RESELLER, 07bcf65f187117b4
smartadserver.com, 1247, RESELLER
smartadserver.com, 1692, RESELLER
smartadserver.com, 3020, RESELLER
smartadserver.com, 3713, RESELLER
smartadserver.com, 3964, RESELLER
smartadserver.com, 4012, RESELLER
smartadserver.com, 4016, RESELLER
smartadserver.com, 4039, RESELLER
smartadserver.com, 4071, RESELLER
smartadserver.com, 4073, RESELLER
smartadserver.com, 4074, RESELLER
smartadserver.com, 4140, RESELLER
smartadserver.com, 4144, RESELLER
smartadserver.com, 4170-OB, RESELLER, 060d053dcf45cbf3
smartadserver.com, 4170, RESELLER
smartadserver.com, 4202, RESELLER
smartadserver.com, 4210, RESELLER
smartadserver.com, 4237, RESELLER
smartadserver.com, 4250, RESELLER
smartadserver.com, 4330, RESELLER
smartadserver.com, 4450, RESELLER, 060d053dcf45cbf3
smartadserver.com, 4539, RESELLER, 060d053dcf45cbf3
smartadserver.com, 4655, RESELLER, 060d053dcf45cbf3
smartclip.net, 13039, RESELLER
smartclip.net, 411, RESELLER
smartclip.net, 8153, RESELLER
Smartclip.net, 9394, RESELLER
smartstream.tv, 417, RESELLER
smartyads.com, 100034, RESELLER, fd2bde0ff2e62c5d
smartyads.com, 100114, RESELLER, fd2bde0ff2e62c5d
smartyads.com, 100135, RESELLER, fd2bde0ff2e62c5d
smartyads.com, 1369, RESELLER, fd2bde0ff2e62c5d
smartyads.com, 355, RESELLER, fd2bde0ff2e62c5d
smartyads.com, 368, RESELLER, fd2bde0ff2e62c5d
smartyads.com, 464, DIRECT, fd2bde0ff2e62c5d
smartyads.com, 464, RESELLER, fd2bde0ff2e62c5d
smartyads.com, 897, RESELLER, fd2bde0ff2e62c5d
soloway.ru, 11480266, DIRECT
sonobi.com, 2b51f34067, RESELLER, d1a215d9eb5aee9e
sonobi.com, 42a06dc622, RESELLER, d1a215d9eb5aee9e
sonobi.com, 7b37f8ccbc, RESELLER, d1a215d9eb5aee9e
sonobi.com, ac6f1a9ded, RESELLER, d1a215d9eb5aee9e
sonobi.com, e128791470, RESELLER, d1a215d9eb5aee9e
sonobi.com, eaec54c63f, RESELLER, d1a215d9eb5aee9e
sovrn.com, 273644, RESELLER, fafdf38b16bf6b2b
spinx.biz, spnx-1000021, RESELLER
spotx.tv, 117872, RESELLER, 7842df1d2fe2db34
spotx.tv, 139784, RESELLER, 7842df1d2fe2db34
spotx.tv, 230037, RESELLER, 7842df1d2fe2db34
spotx.tv, 234183, RESELLER, 7842df1d2fe2db34
spotx.tv, 238936, RESELLER, 7842df1d2fe2db34
spotx.tv, 271911, RESELLER, 7842df1d2fe2db34
spotxchange.com, 117872, RESELLER, 7842df1d2fe2db34
spotxchange.com, 139784, RESELLER, 7842df1d2fe2db34
spotxchange.com, 225721, RESELLER
spotxchange.com, 230037, RESELLER, 7842df1d2fe2db34
spotxchange.com, 234183, RESELLER, 7842df1d2fe2db34
spotxchange.com, 238936, RESELLER, 7842df1d2fe2db34
spotxchange.com, 271911, RESELLER, 7842df1d2fe2db34
spotxchange.com, 307720, RESELLER, 7842df1d2fe2db34
ssp.e-volution.ai, AJxF6R111a9M6CaTvK, RESELLER
ssp.e-volution.ai, AJxF6R119a9M6CaTvK, RESELLER
ssp.logan.ai, AJxF6R2a9M6CaTvK, RESELLER
ssp.logan.ai, LG15, RESELLER
ssp.logan.ai, LG4, RESELLER
ssp.logan.ai, LG8, RESELLER
start.io, mgr, RESELLER
stroeer.com, 17355, RESELLER
stroeer.com, 17379, RESELLER
supply.colossusssp.com, 250, RESELLER, 6c5b49d96ec1b458
synacor.com, 82210, RESELLER, e108f11b2cdf7d5b
synacor.com, 82460, RESELLER, e108f11b2cdf7d5b
target.my.com, 11480266, DIRECT
targetspot.com, 270, RESELLER, feb28ed826dcf532
telaria.com, rwd19-3510627, RESELLER, 1a4e959a1b50034a
thebrave.io, 1234594, RESELLER, c25b2154543746ac
thebrave.io, 9840732, RESELLER, c25b2154543746ac
themediagrid.com, 6XGFYQ, RESELLER, 35d5010d7789b49d
themediagrid.com, FH3TKJ, RESELLER, 35d5010d7789b49d
themediagrid.com, NG9STC, RESELLER, 35d5010d7789b49d
themediagrid.com, PLTXGE, RESELLER, 35d5010d7789b49d
themediagrid.com, R28I9J, RESELLER, 35d5010d7789b49d
themediagrid.com, RYIDPE, RESELLER, 35d5010d7789b49d
themediagrid.com, SWH94X, RESELLER, 35d5010d7789b49d
themediagrid.com, YUPM3V, RESELLER, 35d5010d7789b49d
tpmn.io, 391, RESELLER
tpmn.io, 415, RESELLER
tpmn.io, 472, RESELLER
tpmn.io, 504, RESELLER
tpmn.io, 505, RESELLER
tremorhub.com, q017o-78mlk, RESELLER, 1a4e959a1b50034a
tremorhub.com, rwd19-3510627, RESELLER, 1a4e959a1b50034a
triplelift.com, 10252-EB, RESELLER, 6c33edb13117fd86
triplelift.com, 10522, RESELLER, 6c33edb13117fd86
triplelift.com, 11656, RESELLER, 6c33edb13117fd86
triplelift.com, 12158, RESELLER, 6c33edb13117fd86
triplelift.com, 8446, RESELLER, 6c33edb13117fd86
ubrikvideo.com, 30271, RESELLER
ucfunnel.com, par-2EDDB423AA24474188B843EE4842932, RESELLER
ucfunnel.com, par-6272997D742EBBBB1E4B8B6D9EA8D3B7, RESELLER
ucfunnel.com, par-9A292878A83482E214D28D3933E8294B, RESELLER
ucfunnel.com, par-E2B2BB3E89BE87A2F774B768BEED62A2, RESELLER
uis.mobfox.com, 165, RESELLER
uis.mobfox.com, 1916, RESELLER, 5529a3d1f59865be
uis.mobfox.com, 81153, RESELLER, 5529a3d1f59865be
undertone.com, 3635, RESELLER
undertone.com, 4108, RESELLER
unity.com, 3510627, DIRECT, 96cabb5fbdde37a7
velismedia.com, 1137, RESELLER
velismedia.com, 725, RESELLER
verve.com, 14561, RESELLER, 0c8f5958fc2d6270
verve.com, 15290, RESELLER, 0c8f5958fc2d6270
verve.com, 15483, RESELLER, 0c8f5958fc2d6270 #Verve
verve.com, 15503, RESELLER, 0c8f5958fc2d6270
Verve.com, 15503, RESELLER, 0c8f5958fc2d6270 #Verve
vidazoo.com, 1773068026, RESELLER, b6ada874b4d7d0b2
vidcrunch.com, 5fb267bc6e2dd520fd551415, RESELLER
video.unrulymedia.com, 123476257, RESELLER
video.unrulymedia.com, 12444764291, RESELLER
video.unrulymedia.com, 144481089, RESELLER
video.unrulymedia.com, 170071695, RESELLER, a670c89d4a324e47
video.unrulymedia.com, 1738113756, RESELLER
video.unrulymedia.com, 2464975885, RESELLER
video.unrulymedia.com, 2613193077, RESELLER, 6f752381ad5ec0e5
video.unrulymedia.com, 3169196794, RESELLER
video.unrulymedia.com, 3383599585, RESELLER
video.unrulymedia.com, 3383599585, RESELLER, a670c89d4a324e47
video.unrulymedia.com, 3630748062, RESELLER, a670c89d4a324e47
video.unrulymedia.com, 3704396951, RESELLER
video.unrulymedia.com, 3734122830, RESELLER
video.unrulymedia.com, 3948367200, RESELLER
video.unrulymedia.com, 456081263, RESELLER
video.unrulymedia.com, 4631344382657206988, RESELLER
video.unrulymedia.com, 524101463, RESELLER, 29bc7d05d309e1bc
video.unrulymedia.com, 5284234284830726400, RESELLER
video.unrulymedia.com, 564934834, RESELLER
video.unrulymedia.com, 6694405583287859332, RESELLER
videoheroes.tv, 212450, RESELLER, 064bc410192443d8
videoheroes.tv, 212499, RESELLER, 064bc410192443d8
vidoomy.com, 2536267, RESELLER
vidoomy.com, 6858194, RESELLER
vindicosuite.com, 6612, RESELLER, #ViantUS
webeyemob.com, 70085, RESELLER
webeyemob.com, 70097, RESELLER
webeyemob.com, 70098, RESELLER
webeyemob.com, 70100, RESELLER
webeyemob.com, 70101, RESELLER
webeyemob.com, 70104, RESELLER
xad.com, 241, RESELLER, 81cbf0a75a5e0e9a
xad.com, 589, RESELLER, 81cbf0a75a5e0e9a
xad.com, 958, RESELLER, 81cbf0a75a5e0e9a
xandr.com, 13167, RESELLER, f5ab79cb980f11d1
xandr.com, 13297, RESELLER, f5ab79cb980f11d1
xandr.com, 13799, RESELLER
xandr.com, 7353, RESELLER, f5ab79cb980f11d1
xandr.com, 8804, RESELLER, f5ab79cb980f11d1
xapads.com, 155075, RESELLER
yahoo.com, 1662359, RESELLER
yahoo.com, 56860, RESELLER, e1a5b5b6e3255540
yahoo.com, 58935, RESELLER, e1a5b5b6e3255540
yahoo.com, 59025, RESELLER, e1a5b5b6e3255540
yahoo.com, 59052, RESELLER
yahoo.com, 59318, RESELLER
yahoo.com, 59338, RESELLER
yahoo.com, 59468, RESELLER
yahoo.com, 59627, RESELLER
yahoo.com, 59966, RESELLER, e1a5b5b6e3255540
yandex.com, 37982190, RESELLER
yandex.com, 40427798, RESELLER
yandex.com, 94166796, DIRECT
yandex.com, 97539269, RESELLER
yeahmobi.com, 5135195, RESELLER
yeahmobi.com, 5135296, RESELLER
yeahmobi.com, 5135315, RESELLER
yeahmobi.com, 5135322, RESELLER
yieldlab.net, 2172218, RESELLER
yieldmo.com, 2757543169808605705, RESELLER
yieldmo.com, 2807970144171533194, RESELLER
yieldmo.com, 2850137996525511226, RESELLER
yieldnexus.com, 96204, RESELLER
152media.info, 152M324, RESELLER
adsyield.com, 1233, RESELLER
appnexus.com, 11826, RESELLER
bidmachine.io, 162, RESELLER
connekt.ai, 5585919044, RESELLER
contextweb.com, 562791, RESELLER, 89ff185a4c4e857c
contextweb.com, 562944, RESELLER, 89ff185a4c4e857c
criteo.com, B-072395, RESELLER, 9fac4a4a87c2a44f
google.com, pub-1599557813964706, RESELLER
google.com, pub-1599557813964706, RESELLER, f08c47fec0942fa0
google.com, pub-2425549520214316, RESELLER
google.com, pub-2425549520214316, RESELLER, f08c47fec0942fa0
google.com, pub-2696024180811623, RESELLER
google.com, pub-2696024180811623, RESELLER, f08c47fec0942fa0
google.com, pub-2960355306687302, RESELLER
google.com, pub-2960355306687302, RESELLER, f08c47fec0942fa0
google.com, pub-6225566347017294, RESELLER
google.com, pub-6225566347017294, RESELLER, f08c47fec0942fa0
google.com, pub-7251712046059526, RESELLER
google.com, pub-7251712046059526, RESELLER, f08c47fec0942fa0
google.com, pub-7493174881956137, RESELLER
google.com, pub-7493174881956137, RESELLER, f08c47fec0942fa0
google.com, pub-7955322303263231, RESELLER
google.com, pub-7955322303263231, RESELLER, f08c47fec0942fa0
google.com, pub-9059573970340131, RESELLER, f08c47fec0942fa0
google.com, pub-9185037518768400, RESELLER
google.com, pub-9185037518768400, RESELLER, f08c47fec0942fa0
google.com, pub-9917434341153334, RESELLER
google.com, pub-9917434341153334, RESELLER, f08c47fec0942fa0
improvedigital.com, 1604, RESELLER
improvedigital.com, 2052, RESELLER
indexexchange.com, 199195, RESELLER, 50b1c356f2c5c8fc
inmobi.com, 7847fe1f9ac54b4abe609cde4011243b, RESELLER, 83e75a7ae333ca9d
onetag.com, 7d9af0b85b5070e, RESELLER
opera.com, pub6794361378752, RESELLER, 55a0c5fd61378de3
playwire.com, 1018531, RESELLER
playwire.com, 1025000, RESELLER
pubmatic.com, 159501, RESELLER, 5d62403b186f2ace
pubmatic.com, 160295, RESELLER, 5d62403b186f2ace
pubmatic.com, 160536, RESELLER, 5d62403b186f2ace
pubmatic.com, 162239, RESELLER, 5d62403b186f2ace
pubmatic.com, 163420, RESELLER, 5d62403b186f2ace
pubnative.net, 1008770, RESELLER, d641df8625486a7b
rhebus.works, 3897070072, RESELLER
risecodes.com, 6486c6155b231000010244b0, RESELLER
rubiconproject.com, 12556, RESELLER, 0bfd66d529a55807
rubiconproject.com, 15854, RESELLER, 0bfd66d529a55807
rubiconproject.com, 18202, RESELLER, 0bfd66d529a55807
rubiconproject.com, 20086, RESELLER, 0bfd66d529a55807
rubiconproject.com, 23876, RESELLER, 0bfd66d529a55807
sharethrough.com, bXzzb1bR, RESELLER, d53b998a7bd4ecd2
smartclip.net, 13564, RESELLER
spotx.tv, 149886, RESELLER, 7842df1d2fe2db34
spotx.tv, 71426, RESELLER, 7842df1d2fe2db34
spotxchange.com, 149886, RESELLER, 7842df1d2fe2db34
spotxchange.com, 71426, RESELLER, 7842df1d2fe2db34
thebrave.io, 1234634, RESELLER, c25b2154543746ac
thebrave.io, 1234678, RESELLER, c25b2154543746ac
thunder-monetize.com, 3962740416, RESELLER
triplelift.com, 13883, RESELLER, 6c33edb13117fd86
video.unrulymedia.com, 170071695, RESELLER
video.unrulymedia.com, 995298565, RESELLER
xandr.com, 14082, RESELLER
Xapads.com, 117219, RESELLER
Xapads.com, 155860, RESELLER
yandex.com, 95746987, RESELLER

# app-ads.txt ironsourse 11/12/2023
adbility-media.com, 187, RESELLER
adelement.com, 36502, Reseller
bidmachine.io, 161, RESELLER
App-stock.com,256917,RESELLER
bigo.sg,109,RESELLER
loopme.com, 11463, RESELLER, 6c8d5f95897a5a3b
inmobi.com, edd282ac8f29464792bf2b7f3df2f9df, RESELLER, 83e75a7ae333ca9d
rubiconproject.com, 22134, RESELLER, 0bfd66d529a55807
pangleglobal.com, 82832, RESELLER, 7998eac5087f6110
blueseasx.com, 232670, RESELLER, 7998eac5087f6110
yandex.com, 98384845, RESELLER, 7998eac5087f6110
thebrave.io, 1234648, RESELLER, c25b2154543746ac
smartadserver.com, 4343, RESELLER
yeahmobi.com, 5135347, RESELLER
zmaticoo.com, 5135347, RESELLER
connekt.ai,5585919044,RESELLER
thunder-monetize.com,3962740416,RESELLER
rhebus.works,3897070072,RESELLER
rubiconproject.com, 23644, RESELLER, 0bfd66d529a55807
smartadserver.com, 4354, RESELLER
eskimi.com, 2020000030, RESELLER
pubmatic.com,161267,RESELLER,5d62403b186f2ace
loopme.com, 10287, RESELLER
smartadserver.com, 4625, RESELLER, 060d053dcf45cbf3
lunamedia.io, 464b5a3a-b155-4f05-8953-9f6cd192d932, RESELLER, 524ecb396915caaf
rubiconproject.com, 23674, RESELLER, 0bfd66d529a55807
mars.media, 1010463, RESELLER
xandr.com, 14374, RESELLER, f5ab79cb980f11d1
betweendigital.com, 45190, RESELLER
inmobi.com, 86357825a302443d9a99c0b5dda0eafa, RESELLER, 83e75a7ae333ca9d
opera.com,pub7025947716544,RESELLER,55a0c5fd61378de3
pubmatic.com,163420,RESELLER,5d62403b186f2ace
axonix.com,59089,RESELLER,bc385f2b4a87b721
outbrain.com, 00da04a8a0fc0b2ff14e5f3b6780f5a9d8, RESELLER
pubmatic.com, 156520, RESELLER, 5d62403b186f2ace 
pubmatic.com, 160456, RESELLER, 5d62403b186f2ace 
ushareit.com, LC7dc692567a127a57,RESELLER
pubmatic.com, 163307, RESELLER, 5d62403b186f2ace
loopme.com, 11633, RESELLER, 6c8d5f95897a5a3b
smartclip.net, 9394, RESELLER
Pubnative.net, 1008770, RESELLER, d641df8625486a7b
loopme.com, 11635, RESELLER, 6c8d5f95897a5a3b
pubmatic.com, 162968, RESELLER, 5d62403b186f2ace
lijit.com, 400766, RESELLER, fafdf38b16bf6b2b
triplelift.com, 12652, RESELLER, 6c33edb13117fd86
loopme.com, 11694, RESELLER, 6c8d5f95897a5a3b
openx.com, 559792583, RESELLER, 6a698e2ec38604c6
webeyemob.com, 80070, RESELLER
Pubmatic.com, 162882, RESELLER, 5d62403b186f2ace
lijit.com, 224984, RESELLER, fafdf38b16bf6b2b
pubnative.net,1007007, RESELLER, d641df8625486a7b
pubnative.net,1006856, RESELLER, d641df8625486a7b
rubiconproject.com, 15278, RESELLER, 0bfd66d529a55807
rubiconproject.com, 24170, RESELLER, 0bfd66d529a55807 

# app-ads.txt applovin 11/12/2023
loopme.com, 11303, RESELLER, 6c8d5f95897a5a3b
media.net, 8CUD06Z68, RESELLER
openx.com, 540785403, RESELLER, 6a698e2ec38604c6
pubmatic.com, 158862, RESELLER, 5d62403b186f2ace
pubmatic.com, 159509, RESELLER, 5d62403b186f2ace
risecodes.com, 64e346c45ab8e700016b45cd, RESELLER
rubiconproject.com, 16356, RESELLER, 0bfd66d529a55807


# app-ads.txt pangle 11/12/2023
pubmatic.com, 161490, RESELLER, 5d62403b186f2ace

# app-ads.txt yandex 11/12/2023
yandex.com, 999620, DIRECT
improvedigital.com, 2031, RESELLER
mobupps.com, c74d97b01eae257e44aa9d5bade97baf8652, RESELLER
152media.info, 152M241, RESELLER
adcolony.com, f5e40265723efb01, RESELLER, 1ad675c9de6b5176
adelement.com, 30272, RESELLER
appnexus.com, 11879, RESELLER, f5ab79cb980f11d1
gamoshi.io, 267-b850, RESELLER, 20e30b2ae1f670f2
gothamads.com, 1912, RESELLER, d9c86e5dec870222
inmobi.com, ab915bcef5b24940bf745f1a8f427bec, RESELLER, 83e75a7ae333ca9d
krushmedia.com, AJxF6R196a9M6CaTvK, RESELLER
openx.com, 540804929, RESELLER, 6a698e2ec38604c6
pubmatic.com, 156498, RESELLER, 5d62403b186f2ace
rhythmone.com, 1738113756, RESELLER, a670c89d4a324e47
rubiconproject.com, 16824, RESELLER, 0bfd66d529a55807
smartadserver.com, 4330, RESELLER
smaato.com, 1100042823, RESELLER, 07bcf65f187117b4
tpmn.io, 504, RESELLER
video.unrulymedia.com, 1738113756, RESELLER
vidoomy.com, 2536267, RESELLER
webeyemob.com, 70101, RESELLER
yahoo.com, 56860, RESELLER, e1a5b5b6e3255540
